"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5244FL01","2012-02-28 00:00:17","5.323692","-4.022715","0.0925","1","298.1","Position GPS<!--317268-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:00:48","5.323698","-4.022708","0.111","1","284.44","Position GPS<!--317269-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:01:18","5.323703","-4.022703","0.111","1","308","Position GPS<!--317270-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:01:48","5.3237","-4.022705","0.0555","1","359.68","Position GPS<!--317271-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:02:06","5.323697","-4.022697","0.0555","1","6.02","Position GPS<!--317272-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:02:22","5.323693","-4.0227","0.0555","1","39.72","Position GPS<!--317273-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:02:43","5.323692","-4.022703","0.0185","1","43.14","Position GPS<!--317274-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:03:00","5.323688","-4.022695","0.0925","1","113.2","Position GPS<!--317275-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:03:14","5.323693","-4.022698","0.0555","1","306.7","Position GPS<!--317276-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:03:28","5.323697","-4.022698","0.0555","1","17.85","Position GPS<!--317277-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:03:44","5.323692","-4.022697","0.037","1","90.37","Position GPS<!--317278-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:04:16","5.32369","-4.022703","0.111","1","277.59","Position GPS<!--317279-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:04:44","5.32369","-4.022703","0.074","1","237.99","Position GPS<!--317280-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:05:06","5.323693","-4.022705","0.074","1","29.73","Position GPS<!--317281-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:05:28","5.323698","-4.022703","0.074","1","76.16","Position GPS<!--317282-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:05:42","5.323702","-4.022693","0.0925","1","49.74","Position GPS<!--317283-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:05:59","5.323705","-4.022683","0.259","1","41.6","Position GPS<!--317284-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:06:13","5.323707","-4.022685","0.148","1","241.69","Position GPS<!--317285-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:06:28","5.323708","-4.022685","0.1295","1","43.86","Position GPS<!--317286-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:06:43","5.323712","-4.022675","0.0925","1","246.13","Position GPS<!--317287-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:06:57","5.32371","-4.022677","0.4995","1","78.86","Position GPS<!--317288-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:07:11","5.323708","-4.022673","0.5365","1","274.48","Position GPS<!--317289-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:07:25","5.323708","-4.02267","0.074","1","1.36","Position GPS<!--317290-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:07:55","5.323712","-4.02267","0.037","1","5.69","Position GPS<!--317291-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:08:08","5.323708","-4.022675","0.0925","1","263.2","Position GPS<!--317292-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:08:21","5.323707","-4.02268","0.1665","1","214.74","Position GPS<!--317293-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:08:36","5.323702","-4.022683","0.074","1","301.81","Position GPS<!--317294-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:09:08","5.32372","-4.022692","0.1295","1","304.16","Position GPS<!--317295-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:09:38","5.323722","-4.022692","0.074","1","295.23","Position GPS<!--317296-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:10:08","5.323735","-4.0227","0.1295","1","315.4","Position GPS<!--317297-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:10:38","5.323747","-4.022715","0.0925","1","297.59","Position GPS<!--317298-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:11:09","5.323755","-4.022733","0.111","1","298.79","Position GPS<!--317299-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:11:23","5.323755","-4.02274","0.1665","1","281.74","Position GPS<!--317300-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:11:55","5.323745","-4.022718","0.2035","1","227.8","Position GPS<!--317301-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:12:13","5.323738","-4.022702","0.185","1","199.08","Position GPS<!--317302-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:12:26","5.323732","-4.022692","0.0925","1","357.37","Position GPS<!--317303-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:12:42","5.323728","-4.022683","0.1665","1","53.37","Position GPS<!--317304-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:12:57","5.323727","-4.022677","0.0185","1","1.37","Position GPS<!--317305-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:13:26","5.323745","-4.022688","0.1295","1","301.92","Position GPS<!--317306-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:13:44","5.323745","-4.02269","0.148","1","206.2","Position GPS<!--317307-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:14:02","5.323743","-4.02269","0.111","1","232.42","Position GPS<!--317308-->","0.00","4,889.10","",
"MITSUBISHI 5244FL01","2012-02-28 00:14:24","5.323732","-4.022685","0.074","1","251.01","Position GPS<!--317309-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5244FL01","2012-02-28 00:14:49","5.323732","-4.022678","0.111","1","44.49","Position GPS<!--317310-->","0.00","4,889.10","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
