"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5243FL01","2012-02-28 00:00:15","5.340465","-4.052588","0.148","1","16.56","Position GPS<!--280179-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:00:29","5.340463","-4.052592","0.1295","1","14.32","Position GPS<!--280180-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:00:58","5.34046","-4.052595","0.111","1","324.45","Position GPS<!--280181-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:01:28","5.340468","-4.052595","0.1665","1","354.06","Position GPS<!--280182-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:01:58","5.340468","-4.052595","0.111","1","336.09","Position GPS<!--280183-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:02:21","5.340465","-4.052595","0.0925","1","12.43","Position GPS<!--280184-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:02:34","5.340463","-4.052595","0.111","1","15.28","Position GPS<!--280185-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:02:47","5.340465","-4.052593","0.0925","1","13.17","Position GPS<!--280186-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:03:00","5.340465","-4.052598","0.2035","1","39.08","Position GPS<!--280187-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:03:15","5.340467","-4.0526","0.0925","1","342.8","Position GPS<!--280188-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:03:29","5.34047","-4.052595","0.111","1","24.25","Position GPS<!--280189-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:03:47","5.340482","-4.052598","0.333","1","66.02","Position GPS<!--280190-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:04:02","5.34049","-4.052617","0.3145","1","65.82","Position GPS<!--280191-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:04:16","5.340497","-4.052622","0.148","1","20.53","Position GPS<!--280192-->","0.00","5,523.30","",
"MITSUBISHI 5243FL01","2012-02-28 00:04:30","5.340493","-4.052615","0.2035","1","302.86","Position GPS<!--280193-->","0.00","5,523.30","",
