"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5689FL01","2012-02-28 00:00:02","8.455607","-3.4722","0","1","148","Position GPS<!--148754-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:00:32","8.455607","-3.4722","0","1","148","Position GPS<!--148755-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:01:02","8.455607","-3.4722","0","1","148","Position GPS<!--148756-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:01:33","8.455607","-3.4722","0","1","148","Position GPS<!--148757-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:02:03","8.455607","-3.4722","0","1","-2681","Position GPS<!--148758-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:02:33","8.455607","-3.4722","0","1","148","Position GPS<!--148759-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:03:03","8.455607","-3.4722","0","1","148","Position GPS<!--148760-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:03:33","8.455607","-3.4722","0","1","148","Position GPS<!--148761-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:04:03","8.455607","-3.4722","0","1","148","Position GPS<!--148762-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:04:33","8.455607","-3.4722","0","1","148","Position GPS<!--148763-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:05:03","8.455607","-3.4722","0","1","148","Position GPS<!--148764-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:05:33","8.455607","-3.4722","0","1","148","Position GPS<!--148765-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:06:02","8.455607","-3.4722","0","1","-2681","Position GPS<!--148766-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:06:33","8.455607","-3.4722","0","1","148","Position GPS<!--148767-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:07:03","8.455607","-3.4722","0","1","148","Position GPS<!--148768-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:07:33","8.455607","-3.4722","0","1","148","Position GPS<!--148769-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:08:03","8.455607","-3.4722","0","1","148","Position GPS<!--148770-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:08:33","8.455607","-3.4722","0","1","148","Position GPS<!--148771-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:09:03","8.455607","-3.4722","0","1","148","Position GPS<!--148772-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:09:33","8.455607","-3.4722","0","1","148","Position GPS<!--148773-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:10:03","8.455607","-3.4722","0","1","148","Position GPS<!--148774-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
"MITSUBISHI 5689FL01","2012-02-28 00:10:33","8.455607","-3.4722","0","1","148","Position GPS<!--148775-->","0.00","3,174.80","B118, Nassian, Côte d'Ivoire",
