"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5247FL01","2012-02-28 00:00:13","7.653348","-5.019132","0.8325","1","76.73","Position GPS<!--277878-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:00:27","7.653343","-5.019135","0.333","1","284.85","Position GPS<!--277879-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:00:41","7.65336","-5.01911","1.2765","1","94.84","Position GPS<!--277880-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:00:56","7.653357","-5.019103","1.4615","1","62.34","Position GPS<!--277881-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:01:13","7.653337","-5.019155","0.2405","1","123.18","Position GPS<!--277882-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:01:28","7.653333","-5.019183","0.6105","1","146.7","Position GPS<!--277883-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:01:45","7.653347","-5.019182","0.222","1","233.33","Position GPS<!--277884-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:02:01","7.653363","-5.019143","0.259","1","14.47","Position GPS<!--277885-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:02:19","7.653375","-5.019125","0.4255","1","109.87","Position GPS<!--277886-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:02:35","7.653352","-5.01913","0.074","1","302.75","Position GPS<!--277887-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:02:54","7.653338","-5.019187","0.3515","1","60.01","Position GPS<!--277888-->","0.00","8,009.70","Bouaké, Côte d'Ivoire",
"MITSUBISHI 5247FL01","2012-02-28 00:03:09","7.653352","-5.019168","0.555","1","240.2","Position GPS<!--277889-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:03:25","7.653355","-5.01915","0.2035","1","106.98","Position GPS<!--277890-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:03:39","7.653353","-5.019162","0.2035","1","93.95","Position GPS<!--277891-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:03:54","7.653345","-5.019183","0.222","1","69.95","Position GPS<!--277892-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:04:12","7.653365","-5.019157","0.185","1","85.62","Position GPS<!--277893-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:04:26","7.653367","-5.019145","0.185","1","280.1","Position GPS<!--277894-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:04:40","7.653368","-5.01917","0.222","1","353.85","Position GPS<!--277895-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:04:54","7.653348","-5.019178","0.3515","1","304.44","Position GPS<!--277896-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:05:09","7.653378","-5.019153","0.5365","1","288.96","Position GPS<!--277897-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:05:23","7.65339","-5.019133","0.2775","1","88.76","Position GPS<!--277898-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:05:38","7.653402","-5.01914","0.5365","1","267.75","Position GPS<!--277899-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:05:54","7.653408","-5.019118","0.5735","1","227.38","Position GPS<!--277900-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:06:09","7.6534","-5.019105","0.111","1","172.07","Position GPS<!--277901-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:06:23","7.653383","-5.019088","0.2775","1","342.83","Position GPS<!--277902-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:06:37","7.653392","-5.019065","0.962","1","67.33","Position GPS<!--277903-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:06:52","7.653395","-5.01908","0.1665","1","209.59","Position GPS<!--277904-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:07:06","7.653368","-5.019115","0.5365","1","84.19","Position GPS<!--277905-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:07:20","7.65336","-5.01911","0.666","1","84.16","Position GPS<!--277906-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:07:49","7.653357","-5.019098","0.9435","1","246.29","Position GPS<!--277907-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:08:07","7.653353","-5.01911","0.259","1","82.42","Position GPS<!--277908-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:08:22","7.653345","-5.019123","0.666","1","281.06","Position GPS<!--277909-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:08:38","7.65333","-5.019133","0.148","1","252.31","Position GPS<!--277910-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:08:54","7.65334","-5.019155","0.518","1","288.16","Position GPS<!--277911-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:09:08","7.65333","-5.019167","1.036","1","217.21","Position GPS<!--277912-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:09:27","7.653337","-5.019175","0.3515","1","30.4","Position GPS<!--277913-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:09:45","7.653338","-5.019177","1.0545","1","78.48","Position GPS<!--277914-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:10:04","7.653328","-5.019153","0.5365","1","16.91","Position GPS<!--277915-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:10:18","7.653338","-5.019167","0.259","1","343.69","Position GPS<!--277916-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:10:32","7.653337","-5.019162","0.518","1","51.38","Position GPS<!--277917-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:10:49","7.65333","-5.019167","0.666","1","47.07","Position GPS<!--277918-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:11:05","7.65334","-5.019165","0.6475","1","118.13","Position GPS<!--277919-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:11:22","7.653347","-5.01918","0.37","1","293.8","Position GPS<!--277920-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:11:38","7.65334","-5.019178","0.296","1","125.94","Position GPS<!--277921-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:11:55","7.65332","-5.019175","1.2025","1","246.55","Position GPS<!--277922-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:12:09","7.653308","-5.019193","0.814","1","273.73","Position GPS<!--277923-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:12:29","7.6533","-5.019193","0.5365","1","74.86","Position GPS<!--277924-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:12:50","7.65331","-5.019182","0.2035","1","110.99","Position GPS<!--277925-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:13:08","7.653313","-5.019172","0.296","1","97.82","Position GPS<!--277926-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:13:25","7.653317","-5.019152","1.1285","1","87.77","Position GPS<!--277927-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:13:39","7.6533","-5.019167","0.2405","1","225.09","Position GPS<!--277928-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:13:55","7.653283","-5.019165","0.111","1","33.15","Position GPS<!--277929-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:14:11","7.653278","-5.019168","0.6475","1","60.31","Position GPS<!--277930-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:14:27","7.653278","-5.019172","0.74","1","48.85","Position GPS<!--277931-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:14:41","7.653312","-5.019173","0.7955","1","77.36","Position GPS<!--277932-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:14:55","7.653322","-5.019173","0.185","1","198.11","Position GPS<!--277933-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:15:09","7.653317","-5.019185","0.1295","1","244.35","Position GPS<!--277934-->","0.00","8,009.70","",
"MITSUBISHI 5247FL01","2012-02-28 00:15:29","7.653325","-5.019153","0.111","1","227.11","Position GPS<!--277935-->","0.00","8,009.70","",
