"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5909FL01","2012-02-28 00:03:14","7.96191","-6.667645","0.074","1","161.11","Position GPS<!--201232-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:08:03","7.961893","-6.66763","0.185","1","154.92","Position GPS<!--201233-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:08:32","7.961892","-6.667633","0.259","1","82.61","Position GPS<!--201234-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:08:45","7.961893","-6.667633","0.148","1","164.82","Position GPS<!--201235-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:09:18","7.961895","-6.667638","0.1295","1","148.64","Position GPS<!--201236-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:09:40","7.96189","-6.66764","0.2405","1","91.71","Position GPS<!--201237-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:09:50","7.96189","-6.66764","0.1295","1","137.69","Position GPS<!--201238-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:10:15","7.961893","-6.667642","0.1295","1","132.75","Position GPS<!--201239-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:10:25","7.961893","-6.667642","0.222","1","80.68","Position GPS<!--201240-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:10:56","7.961893","-6.667652","0.037","1","27.95","Position GPS<!--201241-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:11:32","7.961897","-6.667657","0.074","1","84.52","Position GPS<!--201242-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:12:02","7.961897","-6.667662","0.0185","1","113.85","Position GPS<!--201243-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:12:23","7.961893","-6.667663","0.0185","1","169.62","Position GPS<!--201244-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:12:37","7.961895","-6.66766","0.0925","1","238.39","Position GPS<!--201245-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:15:03","7.961903","-6.667665","0.0185","1","0.84","Position GPS<!--201247-->","0.00","2,302.90","",
"MITSUBISHI 5909FL01","2012-02-28 00:15:30","7.961915","-6.667662","0.0555","1","180.73","Position GPS<!--201248-->","0.00","2,302.90","",
