"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5252FL01","2012-02-28 00:00:13","5.395977","-4.001707","0.037","1","82.57","Position GPS<!--308909-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:00:27","5.395975","-4.001708","0.0185","1","99.38","Position GPS<!--308910-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:00:41","5.395975","-4.00171","0.037","1","230.61","Position GPS<!--308911-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:00:55","5.395973","-4.001712","0.111","1","74.66","Position GPS<!--308912-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:01:10","5.395972","-4.001715","0.0925","1","75.79","Position GPS<!--308913-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:01:24","5.39597","-4.001715","0.0185","1","243.79","Position GPS<!--308914-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:01:38","5.395968","-4.001717","0.0555","1","56.42","Position GPS<!--308915-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:01:52","5.395968","-4.001713","0.0185","1","178.8","Position GPS<!--308916-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:02:10","5.395968","-4.00171","0.037","1","92.04","Position GPS<!--308917-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:02:24","5.395968","-4.001708","0.037","1","120.3","Position GPS<!--308918-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:02:42","5.395967","-4.001705","0.074","1","96.1","Position GPS<!--308919-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:02:58","5.39596","-4.001705","0.111","1","161.98","Position GPS<!--308920-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:03:21","5.395953","-4.001705","0.074","1","88.03","Position GPS<!--308921-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:03:40","5.39595","-4.0017","0.0555","1","90.52","Position GPS<!--308922-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:04:10","5.395957","-4.001695","0.0925","1","125.93","Position GPS<!--308923-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:04:24","5.395958","-4.001697","0.0925","1","90.32","Position GPS<!--308924-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:04:38","5.395958","-4.0017","0.037","1","193.46","Position GPS<!--308925-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:04:53","5.395958","-4.001702","0.0555","1","113.66","Position GPS<!--308926-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:05:10","5.395962","-4.001695","0.0555","1","171.72","Position GPS<!--308927-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:05:40","5.395965","-4.001693","0.0555","1","206.56","Position GPS<!--308928-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:05:57","5.395965","-4.001692","0.037","1","103.6","Position GPS<!--308929-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:06:16","5.395968","-4.001685","0.074","1","127.07","Position GPS<!--308930-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:06:37","5.395968","-4.00169","0.0185","1","91.37","Position GPS<!--308931-->","0.00","10,125.20","",
"MITSUBISHI 5252FL01","2012-02-28 00:06:54","5.395967","-4.001695","0.111","1","213.97","Position GPS<!--308932-->","0.00","10,125.20","",
