"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 5245FL01","2012-02-28 00:00:01","5.323697","-4.022708","0.0925","1","324.61","Position GPS<!--312386-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:00:18","5.323682","-4.022707","0.185","1","4.71","Position GPS<!--312387-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:00:33","5.323678","-4.022708","0.148","1","7.16","Position GPS<!--312388-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:01:03","5.323663","-4.02271","0.0555","1","281.7","Position GPS<!--312389-->","0.00","10,043.80","Avenue Chardy, Abidjan, Côte d'Ivoire",
"MITSUBISHI 5245FL01","2012-02-28 00:01:33","5.323667","-4.022713","0.111","1","324.93","Position GPS<!--312390-->","0.00","10,043.80","",
"MITSUBISHI 5245FL01","2012-02-28 00:01:51","5.323668","-4.022713","0.1295","1","9.23","Position GPS<!--312391-->","0.00","10,043.80","",
"MITSUBISHI 5245FL01","2012-02-28 00:02:04","5.323673","-4.022712","0.111","1","4.8","Position GPS<!--312392-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:02:24","5.323678","-4.022707","0.0925","1","3.81","Position GPS<!--312393-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:02:40","5.323682","-4.022707","0.148","1","26.38","Position GPS<!--312394-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:02:54","5.323683","-4.022703","0.1295","1","319.12","Position GPS<!--312395-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:03:13","5.32368","-4.022695","0.0185","1","222.05","Position GPS<!--312396-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:03:40","5.323667","-4.02269","0.0185","1","17.66","Position GPS<!--312397-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:03:54","5.323662","-4.022683","0.148","1","126.02","Position GPS<!--312398-->","0.00","10,043.80","Avenue Chardy, Abidjan, Côte d'Ivoire",
"MITSUBISHI 5245FL01","2012-02-28 00:04:16","5.323665","-4.022683","0.0555","1","177.9","Position GPS<!--312399-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:04:30","5.323673","-4.022687","0.222","1","340.7","Position GPS<!--312400-->","0.00","10,043.80","Avenue Terrasson de Fougères, Abidjan, Côte d'Iv",
"MITSUBISHI 5245FL01","2012-02-28 00:04:48","5.323687","-4.022688","0.2035","1","293.82","Position GPS<!--312401-->","0.00","10,043.80","",
