"IMEI Traceur","Date:","Lat:","Long:","Vitesse:","Signal:","Orient:","Etat:","Distance:","Odometer(KM)","Addresse:",
"MITSUBISHI 8957FL01","2012-02-28 00:00:23","7.961607","-6.677082","0.1295","1","54.09","Position GPS<!--246688-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:01:48","7.961597","-6.677095","0.148","1","39.17","Position GPS<!--246689-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:02:56","7.961607","-6.677092","0.0925","1","31.72","Position GPS<!--246690-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:03:07","7.961608","-6.677093","0.1295","1","41.95","Position GPS<!--246691-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:03:28","7.961608","-6.677088","0.074","1","52.7","Position GPS<!--246692-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:03:59","7.961603","-6.677093","0.1295","1","35.97","Position GPS<!--246693-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:04:09","7.961607","-6.677095","0.1295","1","357.55","Position GPS<!--246694-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:04:34","7.961608","-6.6771","0.074","1","5.1","Position GPS<!--246695-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:04:44","7.96161","-6.677098","0.0555","1","32.13","Position GPS<!--246696-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:05:17","7.961615","-6.677097","0.111","1","18.77","Position GPS<!--246697-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:05:28","7.961615","-6.677095","0.111","1","37.15","Position GPS<!--246698-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:05:49","7.961612","-6.677095","0.0185","1","348.75","Position GPS<!--246699-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:06:00","7.961612","-6.677095","0.111","1","28.79","Position GPS<!--246700-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:06:37","7.961612","-6.677095","0.0185","1","297.19","Position GPS<!--246701-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:06:47","7.961612","-6.677095","0.074","1","25.88","Position GPS<!--246702-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:07:17","7.961613","-6.677103","0.074","1","49.35","Position GPS<!--246703-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:07:53","7.961608","-6.677112","0.0185","1","20.58","Position GPS<!--246704-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:08:03","7.96161","-6.677108","0.111","1","43.4","Position GPS<!--246705-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:08:45","7.961613","-6.677103","0.0925","1","331.93","Position GPS<!--246706-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:09:26","7.961617","-6.677115","0.111","1","318.05","Position GPS<!--246707-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:09:38","7.961618","-6.677117","0.0925","1","4.29","Position GPS<!--246708-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:09:59","7.96162","-6.677118","0.111","1","23.57","Position GPS<!--246709-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:10:09","7.96162","-6.67712","0.0925","1","343.04","Position GPS<!--246710-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:10:35","7.96162","-6.677117","0.037","1","55.29","Position GPS<!--246711-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:10:45","7.961618","-6.677117","0.0925","1","332.3","Position GPS<!--246712-->","0.00","1,187.20","",
"MITSUBISHI 8957FL01","2012-02-28 00:11:31","7.961632","-6.677122","0.0925","1","1.67","Position GPS<!--246713-->","0.00","1,187.20","",
